Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA
A.I. Artificial Intelligence,146,Adventure; Drama; Sci-Fi,Steven Spielberg,Brian Aldiss; Ian Watson,Haley Joel Osment; Jude Law; Frances O'Connor,65/100,7,"160,811","$90,000,000 ","$78,616,689 ","$235,927,000 ",PG-13
I Am Sam,132,Drama,Jessie Nelson,Kristine Johnson; Jessie Nelson,Sean Penn; Michelle Pfeiffer; Dakota Fanning,28/100,7.4,"81,271","$22,000,000 ","$40,270,895 ","$57,506,287 ",PG-13
American Pie 2,108,Comedy; Romance,J.B. Rogers,Adam Herz; David H. Steinberg,Jason Biggs; Seann William Scott; Shannon Elizabeth,43/100,6.3,"132,236","$30,000,000 ","$145,103,595 ","$142,405,000 ",R
Jurassic Park III,92,Action; Adventure; Fantasy,Joe Johnston,Michael Crichton; Peter Buchman,Sam Neill; William H. Macy; Ta Leoni,42/100,5.8,"121,972","$93,000,000 ","$181,166,115 ","$365,900,000 ",PG-13
The Others,104,Drama; Horror; Mystery,Alejandro Amenbar,Alejandro Amenbar,Nicole Kidman; Christopher Eccleston; Fionnula Flanagan,74/100,7.6,"173,541","$17,000,000 ","$96,471,845 ","$209,800,000 ",PG-13
Planet of the Apes,119,Action; Adventure; Sci-Fi,Tim Burton,Pierre Boulle; William Broyles Jr.,Mark Wahlberg; Helena Bonham Carter; Tim Roth,50/100,5.6,"123,215","$100,000,000 ","$180,011,740 ","$362,211,740 ",PG-13
The Mummy Returns,130,Action; Adventure; Fantasy,Stephen Sommers,Stephen Sommers,Brendan Fraser; Rachel Weisz; John Hannah,48/100,6.2,"156,457","$98,000,000 ","$202,007,640 ","$433,013,274 ",PG-13
Swordfish,99,Action; Crime; Thriller,Dominic Sena,Skip Woods,John Travolta; Hugh Jackman; Halle Berry,32/100,6.4,"112,540","$80,000,000 ","$69,772,969 ",,R
Enemy at the Gates,131,Drama; History; Thriller,Jean-Jacques Annaud,Jean-Jacques Annaud; Alain Godard,Jude Law; Ed Harris; Joseph Fiennes,53/100,7.5,"115,599","$68,000,000 ","$51,396,781 ","$96,976,270 ",R
Save the Last Dance,112,Drama; Music; Romance,Thomas Carter,Duane Adler; Duane Adler,Julia Stiles; Sean Patrick Thomas; Kerry Washington,53/100,5.9,"32,681","$13,000,000 ","$91,038,276 ",,PG-13
The Royal Tenenbaums,110,Comedy; Drama,Wes Anderson,Wes Anderson; Owen Wilson,Gene Hackman; Gwyneth Paltrow; Anjelica Huston,75/100,7.6,"135,174","$21,000,000 ","$52,353,636 ","$19,077,240 ",R
The Princess Diaries,115,Comedy; Family; Romance,Garry Marshall,Meg Cabot; Gina Wendkos,Julie Andrews; Anne Hathaway; Hector Elizondo,52/100,5.9,"51,134","$37,000,000 ","$108,244,774 ","$165,335,153 ",G
Tomcats,95,Comedy,Gregory Poirier,Gregory Poirier,Shannon Elizabeth; Jerry O'Connell; Jake Busey,15/100,5,"12,216","$11,000,000 ","$13,558,739 ",,R
Bridget Jones's Diary,97,Comedy; Drama; Romance,Sharon Maguire,Helen Fielding; Helen Fielding,Rene Zellweger; Colin Firth; Hugh Grant,66/100,6.7,"106,277","$26,000,000 ","$71,500,556 ",,R
The Experiment,120,Drama; Thriller,Oliver Hirschbiegel,Mario Giordano; Mario Giordano,Moritz Bleibtreu; Christian Berkel; Oliver Stokowski,60/100,7.8,"50,530",,"$141,072 ",,R
Serendipity,90,Comedy; Romance; Fantasy,Peter Chelsom,Marc Klein,John Cusack; Kate Beckinsale; Jeremy Piven,52/100,6.7,"58,147","$28,000,000 ","$50,255,310 ",,PG-13
Rat Race,112,Adventure; Comedy,Jerry Zucker,Andy Breckman,Breckin Meyer; Amy Smart; Whoopi Goldberg,52/100,6.3,"68,953","$48,000,000 ","$56,607,223 ",,PG-13
Original Sin,116,Drama; Mystery; Romance,Michael Cristofer,Cornell Woolrich; Michael Cristofer,Antonio Banderas; Angelina Jolie; Thomas Jane,33/100,5.8,"30,648","$42,000,000 ","$16,252,765 ","$35,402,000 ",R
Spy Kids,88,Action; Adventure; Comedy,Robert Rodriguez,Robert Rodriguez,Alexa Vega; Daryl Sabara; Antonio Banderas,71/100,5.5,"51,499","$35,000,000 ","$112,692,062 ",,PG
Rush Hour 2,90,Action; Comedy; Crime,Brett Ratner,Ross LaManna; Jeff Nathanson,Jackie Chan; Chris Tucker; John Lone,48/100,6.4,"100,280","$90,000,000 ","$226,138,454 ","$347,325,802 ",PG-13
Spy Game,126,Action; Crime; Thriller,Tony Scott,Michael Frost Beckner; Michael Frost Beckner,Robert Redford; Brad Pitt; Catherine McCormack,63/100,6.9,"84,269","$92,000,000 ","$62,326,785 ","$143,049,560 ",R
Wet Hot American Summer,97,Comedy; Romance,David Wain,Michael Showalter; David Wain,Janeane Garofalo; David Hyde Pierce; Michael Showalter,42/100,6.5,"17,152","$5,000,000 ","$292,102 ",,R
Sweet November,119,Drama; Romance,Pat O'Connor,Herman Raucher; Paul Yurick,Keanu Reeves; Charlize Theron; Jason Isaacs,27/100,6.4,"45,359","$40,000,000 ","$25,178,165 ",,PG-13
Y Tu Mam Tambin,106,Drama,Alfonso Cuarn,Alfonso Cuarn; Carlos Cuarn,Maribel Verd; Gael Garca Bernal; Diego Luna,88/100,7.6,"63,469","$2,000,000 ","$13,622,333 ",,R
Joe Dirt,91,Adventure; Comedy; Drama,Dennie Gordon,David Spade; Fred Wolf,David Spade; Brittany Daniel; Dennis Miller,20/100,5.5,"27,599","$17,700,000 ","$27,087,695 ",,PG-13
Gosford Park,137,Drama; Mystery,Robert Altman,Robert Altman; Bob Balaban,Maggie Smith; Ryan Phillippe; Michael Gambon,90/100,7.3,"49,535","$19,800,000 ","$41,308,615 ","$87,754,044 ",R
From Hell,122,Crime; Horror; Mystery,Albert Hughes,Alan Moore; Eddie Campbell,Johnny Depp; Heather Graham; Ian Holm,54/100,6.8,"87,371","$35,000,000 ","$31,598,308 ","$38,700,761 ",R
Monster's Ball,111,Drama; Romance,Marc Forster,Milo Addica; Will Rokos,Billy Bob Thornton; Halle Berry; Taylor Simpson,69/100,7.1,"55,700","$4,000,000 ","$31,252,964 ",,R
Thir13en Ghosts,91,Horror; Mystery; Thriller,Steve Beck,Robb White; Benjamin Carr,Tony Shalhoub; Shannon Elizabeth; Embeth Davidtz,30/100,5.3,"43,948","$20,000,000 ","$41,867,960 ","$26,600,000 ",R
Sex and Lucia,128,Drama; Romance,Julio Medem,Julio Medem,Paz Vega; Tristn Ulloa; Najwa Nimri,65/100,7.2,"21,034",,"$1,490,177 ",,R
Ghost World,111,Comedy; Drama,Terry Zwigoff,Daniel Clowes; Daniel Clowes,Steve Buscemi; Thora Birch; Scarlett Johansson,88/100,7.5,"68,277","$7,000,000 ","$6,200,756 ","$8,761,393 ",R
Ali,157,Biography; Drama; Sport,Michael Mann,Gregory Allen Howard; Stephen J. Rivele,Will Smith; Jamie Foxx; Jon Voight,65/100,6.7,"53,211","$107,000,000 ","$58,183,966 ","$29,510,720 ",R
O,95,Drama; Romance; Thriller,Tim Blake Nelson,William Shakespeare; Brad Kaaya,Mekhi Phifer; Julia Stiles; Josh Hartnett,53/100,6,"14,311","$5,000,000 ","$16,017,403 ",,R
K-PAX,120,Drama; Sci-Fi,Iain Softley,Gene Brewer; Charles Leavitt,Kevin Spacey; Jeff Bridges; Mary McCormack,49/100,7.2,"93,706","$48,000,000 ","$50,315,140 ",,PG-13
Kate &amp; Leopold,118,Comedy; Fantasy; Romance,James Mangold,Steven Rogers; James Mangold,Meg Ryan; Hugh Jackman; Liev Schreiber,44/100,6.2,"42,945","$48,000,000 ","$47,095,453 ",,PG-13
Behind Enemy Lines,106,Action; War; Drama,John Moore,Jim Thomas; John Thomas,Gene Hackman; Owen Wilson; Gabriel Macht,49/100,6.2,"59,362","$40,000,000 ","$59,068,786 ",,PG-13
Bully,113,Crime; Drama; Thriller,Larry Clark,Jim Schutze; David McKenna,Brad Renfro; Nick Stahl; Bijou Phillips,45/100,7,"22,609",,"$1,537,670 ",,R
The Hole,102,Drama; Horror; Mystery,Nick Hamm,Guy Burt; Ben Court,Thora Birch; Desmond Harrington; Daniel Brocklebank,,6.2,"29,435","&#163;4,158,370",,,R
Evolution,101,Comedy; Sci-Fi,Ivan Reitman,Don Jakoby; David Diamond,David Duchovny; Orlando Jones; Julianne Moore,40/100,5.9,"73,376","$80,000,000 ","$38,311,134 ",,PG-13
The Piano Teacher,131,Drama; Music; Thriller,Michael Haneke,Michael Haneke; Elfriede Jelinek,Isabelle Huppert; Annie Girardot; Benot Magimel,79/100,7.3,"23,811","&#8364;3,000,000","$1,900,282 ",,R
How High,93,Comedy,Jesse Dylan,Dustin Lee Abraham,Method Man; Redman; Obba Babatund,29/100,5.8,"27,833","$12,000,000 ","$31,155,435 ",,R
Session 9,97,Horror; Mystery; Thriller,Brad Anderson,Brad Anderson; Stephen Gevedon,David Caruso; Stephen Gevedon; Paul Guilfoyle,58/100,6.6,"29,414","$1,500,000 ","$373,967 ",,R
The Wedding Planner,103,Comedy; Romance,Adam Shankman,Pamela Falk; Michael Ellis,Jennifer Lopez; Matthew McConaughey; Bridgette Wilson-Sampras,33/100,4.9,"37,486","$35,000,000 ","$60,400,856 ",,PG-13
Shallow Hal,114,Comedy; Drama; Fantasy,Bobby Farrelly,Sean Moynihan; Peter Farrelly,Jack Black; Gwyneth Paltrow; Jason Alexander,48/100,5.9,"73,818","$40,000,000 ","$70,836,296 ","$141,069,860 ",PG-13
The Score,124,Action; Crime; Thriller,Frank Oz,Daniel E. Taylor; Kario Salem,Robert De Niro; Edward Norton; Marlon Brando,71/100,6.8,"72,030","$68,000,000 ","$71,069,884 ","$113,579,918 ",R
Baby Boy,130,Comedy; Crime; Drama,John Singleton,John Singleton,AlexSandra Wright; Tyrese Gibson; Taraji P. Henson,55/100,6,"6,421","$16,000,000 ","$28,734,552 ",,R
The One,87,Action; Sci-Fi; Thriller,James Wong,Glen Morgan; James Wong,Jet Li; Carla Gugino; Delroy Lindo,25/100,5.8,"55,435","$49,000,000 ","$43,905,746 ","$28,783,380 ",PG-13
Intimacy,119,Adult; Drama; Romance,Patrice Chreau,Hanif Kureishi; Anne-Louise Trividic,Mark Rylance; Kerry Fox; Susannah Harker,69/100,6.2,"6,543",,"$103,440 ",,R
Jeepers Creepers,90,Horror; Mystery,Victor Salva,Victor Salva,Gina Philips; Justin Long; Jonathan Breck,49/100,5.9,"55,686","$10,000,000 ","$37,470,017 ","$21,313,614 ",R
Waking Life,99,Animation; Drama,Richard Linklater,Richard Linklater,Ethan Hawke; Trevor Jack Brooks; Lorelei Linklater,82/100,7.5,"31,847",,"$2,892,011 ",,R
Final Fantasy: The Spirits Within,106,Animation; Action; Adventure,Hironobu Sakaguchi,Hironobu Sakaguchi; Al Reinert,Alec Baldwin; Steve Buscemi; Ming-Na Wen,49/100,6.4,"55,282","$137,000,000 ","$32,131,830 ","$85,131,830 ",PG-13
Sugar &amp; Spice,81,Comedy; Crime,Francine McDougall,Mandy Nelson,Marla Sokoloff; Marley Shelton; Melissa George,48/100,5.3,"8,861","$11,000,000 ","$13,276,953 ",,PG-13
The Man Who Wasn't There,116,Crime; Drama,Joel Coen,Joel Coen; Ethan Coen,Billy Bob Thornton; Frances McDormand; Michael Badalucco,73/100,7.6,"61,536","$20,000,000 ","$7,494,849 ",,R
Along Came a Spider,104,Crime; Mystery; Thriller,Lee Tamahori,James Patterson; Marc Moss,Morgan Freeman; Michael Wincott; Monica Potter,42/100,6.2,"39,519","$60,000,000 ","$74,058,698 ",,R
My Sassy Girl,137,Comedy; Drama; Romance,Jae-young Kwak,Ho-sik Kim; Jae-young Kwak,Tae-hyun Cha; Gianna Jun; Jin-hie Han,,8.1,"25,042",,,,
Frailty,100,Crime; Drama; Thriller,Bill Paxton,Brent Hanley,Bill Paxton; Matthew McConaughey; Powers Boothe,64/100,7.3,"40,599","$11,000,000 ","$13,103,828 ",,R
The Mexican,123,Adventure; Comedy; Crime,Gore Verbinski,J.H. Wyman,Brad Pitt; Julia Roberts; James Gandolfini,43/100,6,"61,562","$34,000,000 ","$66,808,615 ","$147,845,033 ",R
Rock Star,105,Comedy; Drama; Music,Stephen Herek,John Stockwell,Mark Wahlberg; Jennifer Aniston; Dominic West,54/100,5.9,"24,374","$57,000,000 ","$16,991,902 ","$19,334,145 ",R
The Animal,84,Comedy,Luke Greenfield,Tom Brady; Tom Brady,Rob Schneider; Colleen Haskell; John C. McGinley,43/100,4.6,"32,604","$22,000,000 ","$55,762,229 ",,PG-13
The Devil's Backbone,106,Drama; Horror,Guillermo del Toro,Guillermo del Toro; Antonio Trashorras,Marisa Paredes; Eduardo Noriega; Federico Luppi,77/100,7.5,"30,997","$4,500,000 ","$754,749 ",,R
Shaolin Soccer,87,Action; Comedy; Sport,Stephen Chow,Stephen Chow; Chi Keung Fung,Stephen Chow; Wei Zhao; Yat-fei Wong,68/100,7.2,"36,370",,"$488,872 ","$42,776,760 ",PG-13
Kiss of the Dragon,98,Action; Crime; Thriller,Chris Nahon,Jet Li; Luc Besson,Jet Li; Bridget Fonda; Tchky Karyo,58/100,6.5,"39,139","$25,000,000 ","$36,833,473 ","$27,592,723 ",R
Out Cold,89,Comedy; Sport,Brendan Malloy,Jon Zack,Flex Alexander; David Denman; A.J. Cook,22/100,6,"11,447","$11,000,000 ","$13,903,262 ",,PG-13
Hard Ball,106,Drama; Sport,Brian Robbins,Daniel Coyle; John Gatins,Keanu Reeves; Diane Lane; John Hawkes,48/100,6.1,"15,510","$21,000,000 ","$40,219,708 ",,PG-13
Bandits,123,Comedy; Crime; Drama,Barry Levinson,Harley Peyton,Bruce Willis; Billy Bob Thornton; Cate Blanchett,60/100,6.5,"43,556","$80,000,000 ","$41,523,271 ",,PG-13
Brotherhood of the Wolf,142,Action; History; Horror,Christophe Gans,Stphane Cabel; Stphane Cabel,Samuel Le Bihan; Mark Dacascos; Vincent Cassel,57/100,7,"39,935","FRF 200,000,000","$10,928,863 ","$70,752,904 ",R
The Glass House,106,Thriller,Daniel Sackheim,Wesley Strick,Diane Lane; Leelee Sobieski; Stellan Skarsgrd,34/100,5.7,"18,414","$22,000,000 ","$17,951,431 ",,PG-13
Joy Ride,97,Drama; Horror; Mystery,John Dahl,Clay Tarver; J.J. Abrams,Matthew Kimbrough; Leelee Sobieski; Steve Zahn,75/100,6.5,"37,469","$23,000,000 ","$21,973,182 ","$37,000,000 ",R
Life as a House,125,Drama,Irwin Winkler,Mark Andrus,Hayden Christensen; Kevin Kline; Kristin Scott Thomas,45/100,7.4,"29,961","$18,000,000 ","$15,652,637 ","$5,920,746 ",R
Cats &amp; Dogs,87,Action; Adventure; Comedy,Lawrence Guterman,John Requa; Glenn Ficarra,Alec Baldwin; Tobey Maguire; Jeff Goldblum,47/100,5.1,"31,190","$60,000,000 ","$93,375,151 ",,PG
The Majestic,152,Drama,Frank Darabont,Michael Sloane,Jim Carrey; Martin Landau; Bob Balaban,27/100,6.8,"33,857","$72,000,000 ","$27,807,266 ","$37,317,558 ",PG
The Pledge,124,Drama; Crime; Mystery,Sean Penn,Friedrich Drrenmatt; Jerzy Kromolowski,Jack Nicholson; Benicio Del Toro; Patricia Clarkson,71/100,6.8,"31,550","$45,000,000 ","$19,719,930 ","$29,419,291 ",R
Captain Corelli's Mandolin,131,Drama; Music; Romance,John Madden,Shawn Slovo; Louis de Bernires,Nicolas Cage; Penlope Cruz; John Hurt,36/100,5.7,"21,170","$57,000,000 ","$25,543,895 ","$36,569,000 ",R
xXx,124,Action; Thriller,Rob Cohen,Rich Wilkes,Vin Diesel; Asia Argento; Marton Csokas,48/100,5.7,"98,452","$70,000,000 ","$142,109,382 ","$277,448,382 ",PG-13
The Lord of the Rings: The Two Towers,179,Action; Adventure; Fantasy,Peter Jackson,J.R.R. Tolkien; Fran Walsh,Elijah Wood; Ian McKellen; Viggo Mortensen,88/100,8.7,"605,370","$94,000,000 ","$342,551,365 ","$926,047,111 ",PG-13
City of God,130,Crime; Drama,Fernando Meirelles,Paulo Lins; Brulio Mantovani,Alexandre Rodrigues; Matheus Nachtergaele; Leandro Firmino,79/100,8.7,"309,573","$3,300,000 ","$7,563,397 ","$18,062,482 ",R
Spider-Man,121,Action; Adventure; Fantasy,Sam Raimi,Stan Lee; Steve Ditko,Tobey Maguire; Kirsten Dunst; Willem Dafoe,73/100,7.3,"312,619","$139,000,000 ","$403,706,375 ","$399,200,000 ",PG-13
A Walk to Remember,101,Drama; Romance,Adam Shankman,Nicholas Sparks; Karen Janszen,Mandy Moore; Shane West; Peter Coyote,35/100,7.2,"92,392","$11,000,000 ","$41,227,069 ",,PG
Harry Potter and the Chamber of Secrets,161,Adventure; Family; Fantasy,Chris Columbus,J.K. Rowling; Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson,63/100,7.2,"233,780","$100,000,000 ","$261,970,615 ","$878,979,634 ",PG
Scooby-Doo,86,Adventure; Comedy; Family,Raja Gosnell,James Gunn; Craig Titley,Matthew Lillard; Freddie Prinze Jr.; Sarah Michelle Gellar,35/100,4.7,"44,623","$84,000,000 ","$153,288,182 ","$99,000,000 ",PG
The Pianist,150,Biography; Drama; History,Roman Polanski,Ronald Harwood; Wladyslaw Szpilman,Adrien Brody; Thomas Kretschmann; Frank Finlay,85/100,8.5,"260,883","$35,000,000 ","$32,572,577 ","$120,072,577 ",R
Catch Me If You Can,141,Biography; Comedy; Crime,Steven Spielberg,Jeff Nathanson; Frank Abagnale Jr.,Leonardo DiCaprio; Tom Hanks; Christopher Walken,76/100,7.9,"269,274","$52,000,000 ","$164,435,221 ","$135,400,000 ",PG-13
The Bourne Identity,119,Action; Crime; Mystery,Doug Liman,Tony Gilroy; W. Blake Herron,Franka Potente; Matt Damon; Chris Cooper,68/100,7.9,"246,431","$60,000,000 ","$121,661,683 ","$214,034,224 ",PG-13
28 Days Later...,113,Horror; Sci-Fi; Thriller,Danny Boyle,Alex Garland,Cillian Murphy; Naomie Harris; Christopher Eccleston,73/100,7.6,"189,764","$8,000,000 ","$45,063,889 ","$37,654,970 ",R
Men in Black II,88,Action; Comedy; Sci-Fi,Barry Sonnenfeld,Lowell Cunningham; Robert Gordon,Tommy Lee Jones; Will Smith; Rip Torn,49/100,5.9,"154,557","$140,000,000 ","$190,418,803 ","$235,200,000 ",PG-13
Star Wars: Episode II - Attack of the Clones,142,Action; Adventure; Fantasy,George Lucas,George Lucas; George Lucas,Hayden Christensen; Natalie Portman; Ewan McGregor,53/100,6.7,"266,002","$115,000,000 ","$310,675,583 ","$649,398,328 ",PG
Resident Evil,100,Action; Horror; Sci-Fi,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich; Michelle Rodriguez; Colin Salmon,33/100,6.6,"134,467","$33,000,000 ","$40,119,709 ","$62,321,149 ",R
Gangs of New York,167,Crime; Drama; History,Martin Scorsese,Jay Cocks; Jay Cocks,Leonardo DiCaprio; Cameron Diaz; Daniel Day-Lewis,72/100,7.5,"196,265","$97,000,000 ","$77,679,638 ","$103,500,000 ",R
Minority Report,145,Action; Mystery; Sci-Fi,Steven Spielberg,Philip K. Dick; Scott Frank,Tom Cruise; Colin Farrell; Samantha Morton,80/100,7.7,"250,776","$102,000,000 ","$132,014,112 ","$196,800,000 ",PG-13
Equilibrium,107,Action; Drama; Sci-Fi,Kurt Wimmer,Kurt Wimmer,Christian Bale; Sean Bean; Emily Watson,33/100,7.6,"171,952","$20,000,000 ","$1,203,974 ","$4,155,851 ",R
The Transporter,92,Action; Crime; Thriller,Louis Leterrier,Luc Besson; Robert Mark Kamen,Jason Statham; Qi Shu; Matt Schulze,51/100,6.7,"142,399","$21,000,000 ","$25,296,447 ",,PG-13
The Ring,115,Horror; Mystery; Thriller,Gore Verbinski,Ehren Kruger; Kji Suzuki,Naomi Watts; Martin Henderson; Brian Cox,57/100,7.1,"154,484","$48,000,000 ","$128,579,698 ","$100,600,000 ",PG-13
Ice Age,81,Animation; Adventure; Comedy,Chris Wedge,Michael J. Wilson; Michael Berg,Denis Leary; John Leguizamo; Ray Romano,60/100,7.5,"185,568","$59,000,000 ","$176,387,405 ","$188,600,000 ",PG
Irreversible,97,Crime; Drama; Mystery,Gaspar No,Gaspar No,Monica Bellucci; Vincent Cassel; Albert Dupontel,51/100,7.3,"55,934",,"$753,501 ",,
About a Boy,101,Comedy; Drama; Romance,Chris Weitz,Nick Hornby; Peter Hedges,Hugh Grant; Nicholas Hoult; Toni Collette,75/100,7.1,"97,002","$27,000,000 ","$40,566,655 ","$84,600,000 ",PG-13
8 Mile,110,Drama; Music,Curtis Hanson,Scott Silver,Eminem; Brittany Murphy; Kim Basinger,77/100,6.8,"110,490","$41,000,000 ","$116,724,075 ","$242,875,078 ",R
Chicago,113,Comedy; Crime; Musical,Rob Marshall,Bill Condon; Bob Fosse,Rene Zellweger; Catherine Zeta-Jones; Richard Gere,82/100,7.1,"120,262","$45,000,000 ","$170,687,518 ","$136,089,214 ",PG-13
Die Another Day,133,Action; Adventure; Crime,Lee Tamahori,Ian Fleming; Neal Purvis,Pierce Brosnan; Halle Berry; Rosamund Pike,56/100,6,"114,173","$142,000,000 ","$160,854,135 ","$431,971,116 ",PG-13
Lilo &amp; Stitch,85,Animation; Adventure; Comedy,Dean DeBlois,Chris Sanders; Chris Sanders,Daveigh Chase; Chris Sanders; Tia Carrere,73/100,7,"58,353","$80,000,000 ","$145,794,338 ","$273,144,151 ",PG
Signs,106,Drama; Mystery; Sci-Fi,M. Night Shyamalan,M. Night Shyamalan,Mel Gibson; Joaquin Phoenix; Rory Culkin,59/100,6.7,"189,390","$72,000,000 ","$227,965,690 ","$162,000,000 ",PG-13
The Count of Monte Cristo,131,Action; Adventure; Drama,Kevin Reynolds,Alexandre Dumas pre; Jay Wolpert,Jim Caviezel; Guy Pearce; Richard Harris,61/100,7.6,"72,068","$35,000,000 ","$54,234,062 ","$75,395,048 ",PG-13
Road to Perdition,117,Crime; Drama; Thriller,Sam Mendes,Max Allan Collins; Richard Piers Rayner,Tom Hanks; Tyler Hoechlin; Rob Maxey,72/100,7.7,"140,712","$80,000,000 ","$104,054,514 ","$181,001,478 ",R
Queen of the Damned,101,Fantasy; Horror; Music,Michael Rymer,Anne Rice; Scott Abbott,Aaliyah; Stuart Townsend; Marguerite Moreau,30/100,4.9,"31,923","$35,000,000 ","$30,336,800 ","$45,479,110 ",R
Treasure Planet,95,Animation; Adventure; Family,Ron Clements,Robert Louis Stevenson; Ron Clements,Joseph Gordon-Levitt; Emma Thompson; Martin Short,60/100,6.8,"33,571","$140,000,000 ","$38,120,554 ","$53,700,000 ",PG
Red Dragon,124,Thriller,Brett Ratner,Thomas Harris; Ted Tally,Anthony Hopkins; Edward Norton; Ralph Fiennes,60/100,7.2,"131,610","$78,000,000 ","$92,930,005 ","$209,196,298 ",R
Sweet Home Alabama,108,Comedy; Romance,Andy Tennant,Douglas J. Eboch; C. Jay Cox,Reese Witherspoon; Patrick Dempsey; Josh Lucas,45/100,5.9,"56,370","$38,000,000 ","$127,214,072 ","$180,622,424 ",PG-13
Secretary,104,Comedy; Drama; Romance,Steven Shainberg,Erin Cressida Wilson; Mary Gaitskill,James Spader; Maggie Gyllenhaal; Jeremy Davies,63/100,7,"46,477","$4,000,000 ","$4,046,737 ","$5,244,929 ",R
Austin Powers in Goldmember,94,Action; Comedy; Crime,Jay Roach,Mike Myers; Michael McCullers,Mike Myers; Beyonc Knowles; Seth Green,62/100,6.1,"113,623","$63,000,000 ","$213,079,163 ","$74,800,000 ",PG-13
Blade II,117,Action; Horror; Sci-Fi,Guillermo del Toro,Marv Wolfman; Gene Colan,Wesley Snipes; Kris Kristofferson; Ron Perlman,52/100,6.6,"98,438","$54,000,000 ","$81,645,152 ","$68,500,000 ",R
Van Wilder,92,Comedy; Romance,Walt Becker,Brent Goldberg; David Wagner,Ryan Reynolds; Tara Reid; Tim Matheson,26/100,6.3,"62,492","$6,000,000 ","$21,005,329 ",,R
Adaptation.,114,Comedy; Crime; Drama,Spike Jonze,Susan Orlean; Charlie Kaufman,Nicolas Cage; Meryl Streep; Chris Cooper,83/100,7.7,"100,816","$19,000,000 ","$22,245,861 ",,R
The Hot Chick,104,Comedy; Fantasy,Tom Brady,Tom Brady; Rob Schneider,Rob Schneider; Rachel McAdams; Anna Faris,29/100,5.4,"50,110",,"$35,016,147 ","$19,557,959 ",PG-13
Insomnia,118,Crime; Mystery; Thriller,Christopher Nolan,Hillary Seitz; Nikolaj Frobenius,Al Pacino; Robin Williams; Hilary Swank,78/100,7.2,"138,915","$46,000,000 ","$67,355,513 ","$113,714,830 ",R
We Were Soldiers,138,Action; Drama; History,Randall Wallace,Harold G. Moore; Joseph L. Galloway,Mel Gibson; Madeleine Stowe; Greg Kinnear,65/100,7,"66,700","$75,000,000 ","$78,120,196 ","$114,660,784 ",R
25th Hour,135,Crime; Drama,Spike Lee,David Benioff; David Benioff,Edward Norton; Barry Pepper; Philip Seymour Hoffman,67/100,7.7,"106,265","$15,000,000 ","$13,060,843 ",,R
Star Trek: Nemesis,116,Action; Adventure; Sci-Fi,Stuart Baird,Gene Roddenberry; John Logan,Patrick Stewart; Jonathan Frakes; Brent Spiner,50/100,6.3,"40,369","$60,000,000 ","$43,119,879 ","$67,312,826 ",PG-13
Unfaithful,124,Drama; Romance; Thriller,Adrian Lyne,Claude Chabrol; Alvin Sargent,Richard Gere; Diane Lane; Olivier Martinez,63/100,6.6,"41,716","$50,000,000 ","$52,756,933 ","$122,000,000 ",R
Panic Room,112,Crime; Thriller,David Fincher,David Koepp,Jodie Foster; Kristen Stewart; Forest Whitaker,65/100,6.8,"129,093","$48,000,000 ","$95,308,367 ",,R
